time,time_elapsed,time_work,time_error,output,input,acceleration_x,acceleration_y,acceleration_z,failure,next_hour_failure
2023-01-01 22:30:00,50321.0,0.0,50321.0,0.0,0.0,-0.00147756562047544,-0.04750620073382013,1.0081911410443567,1,1.0
2023-01-01 22:40:00,50920.8,0.0,50920.8,0.0,0.0,-0.00145030844130006,-0.04756337807656893,1.0082452158828012,1,1.0
2023-01-01 22:50:00,51520.9,0.0,51520.9,0.0,0.0,-0.00145651401744316,-0.047524847433003385,1.0081926337280882,1,1.0
2023-01-01 23:00:00,52121.0,0.0,52121.0,0.0,0.0,-0.0014981237959975102,-0.04752993361841128,1.0081019038017236,1,1.0
2023-01-01 23:10:00,52720.8,0.0,52720.8,0.0,0.0,-0.0014951268696541,-0.04756164195047913,1.008108170850345,1,1.0
2023-01-01 23:20:00,53320.7,0.0,53320.7,0.0,0.0,-0.00147278762180466,-0.04751731839896163,1.0081038261382083,1,1.0
2023-01-01 23:30:00,53920.8,0.0,53920.8,0.0,0.0,-0.0014399812203344,-0.047507944856501186,1.0080670835479357,1,1.0
2023-01-01 23:40:00,54520.9,0.0,54520.9,0.0,0.0,-0.00147036975011535,-0.04751490352292851,1.0081590402616023,1,1.0
2023-01-01 23:50:00,55120.8,0.0,55120.8,0.0,0.0,-0.0014729280316904902,-0.04750991221135062,1.008109729902712,1,1.0
2023-01-02 00:00:00,55720.8,0.0,55720.8,0.0,0.0,-0.00145901179458129,-0.04748274220541243,1.008140358263576,1,1.0
2023-01-02 00:10:00,56320.9,0.0,56320.9,0.0,0.0,-0.00143451442688306,-0.047401572242588404,1.0083148551931722,1,1.0
2023-01-02 00:20:00,56920.8,0.0,56920.8,0.0,0.0,-0.00143061269655564,-0.0474320319248141,1.0083378483910306,1,1.0
2023-01-02 00:30:00,57520.7,0.0,57520.7,0.0,0.0,-0.00137888976729823,-0.04743151653631176,1.0082236793682333,1,1.0
2023-01-02 00:40:00,58120.9,0.0,58120.9,0.0,0.0,-0.0013503582021570301,-0.04741206749056187,1.0082369979472043,1,1.0
